sunday,monday,tuesday,wednesday,thursday,friday,saturday,hourofday,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,estimated_distance,fare_amount
0,0,0,0,0,0,1,17,40.73495,-73.985568,40.748913,-73.991165,5,2.13476295626,6.1
0,1,0,0,0,0,0,14,40.742368,-73.98285,40.7621,-73.96918,1,3.25995464984,9.7
0,0,0,1,0,0,0,9,40.765077,-73.95585,40.751632,-73.980278,6,3.34598839616,11.3
0,1,0,0,0,0,0,14,40.767157,-73.954917,40.75506,-73.974652,3,2.81310128193,7.7
0,0,0,1,0,0,0,21,40.75977,-73.974147,40.773415,-73.964296,1,2.27502878546,9.4
0,0,0,0,0,1,0,21,40.7744789124,-73.98462677,40.80078125,-73.9690628052,1,4.21627320245,9.0
0,0,0,1,0,0,0,16,40.769067,-73.862928,40.708191,-74.00826,1,18.4067210834,49.3
0,1,0,0,0,0,0,11,40.748679,-73.994649,40.752224,-73.935631,2,6.56107617341,16.5
0,0,0,0,0,0,1,0,40.758103,-73.97004,40.735558,-74.010078,1,5.52880482394,19.5
0,0,0,0,0,1,0,21,40.727096,-73.991478,40.736788,-73.997459,1,1.56520014286,7.8
1,0,0,0,0,0,0,13,40.727243,-73.993715,40.743803,-73.987277,3,2.52547770582,6.9
0,0,0,1,0,0,0,0,40.722905,-73.985852,40.781697,-73.954771,1,9.26471386405,13.3
0,0,0,0,0,0,1,23,40.724394,-73.992532,40.708798,-74.002634,1,2.54165416735,5.7
1,0,0,0,0,0,0,21,40.761822,-73.979668,40.766527,-73.97788,1,0.716235261074,3.5
0,1,0,0,0,0,0,16,40.742125,-73.990638,40.742125,-73.990638,2,0.0,3.5
0,0,0,1,0,0,0,21,40.784828,-73.977162,40.795837,-73.972445,1,1.69311867745,4.5
0,0,0,1,0,0,0,17,40.785527,-73.97861,40.780305,-73.957302,1,2.48080951516,7.0
1,0,0,0,0,0,0,13,40.777342,-73.963627,40.760737,-73.97548,1,2.76138299625,8.0
0,1,0,0,0,0,0,21,40.774372,-73.961632,40.772575,-73.946768,1,1.66755331075,8.0
1,0,0,0,0,0,0,11,40.773965,-73.873142,40.764132,-73.929717,2,6.43099400132,17.0
0,1,0,0,0,0,0,19,40.731272,-73.982282,40.780537,-73.980623,1,7.20929017872,18.5
0,1,0,0,0,0,0,14,40.759355,-73.99135,40.759355,-73.99135,1,0.0,6.1
0,0,0,1,0,0,0,9,40.74897,-73.973215,40.772492,-73.87049,1,11.8912792449,26.1
0,0,0,0,0,1,0,23,40.761847,-73.991534,40.74493,-73.995264,1,2.50905995263,6.9
0,1,0,0,0,0,0,6,40.7446365356,-73.9832077026,40.7516021729,-73.9783935547,1,1.15022597351,4.0
0,1,0,0,0,0,0,17,40.751231,-73.993834,40.750723,-74.003641,1,1.08936986759,6.0
0,0,0,0,1,0,0,22,40.713448,-73.996846,40.711338,-74.010122,2,1.50413971265,6.5
0,0,0,1,0,0,0,6,40.74946,-73.991528,40.72129,-74.009982,1,4.60074408861,9.5
0,0,0,0,0,1,0,22,40.740697,-73.981568,40.761699,-73.978531,1,3.09074905236,11.0
1,0,0,0,0,0,0,12,40.775324,-73.982103,40.793916,-73.936811,2,5.70664421306,14.5
1,0,0,0,0,0,0,18,40.782886,-73.95699,40.770292,-73.960261,1,1.87766486019,4.9
0,0,0,1,0,0,0,20,40.76359,-73.993144,40.74641,-74.001601,1,2.6822959865,5.7
0,1,0,0,0,0,0,15,40.781693,-73.94593,40.804753,-73.938167,1,3.48127060325,7.7
0,0,0,0,1,0,0,7,40.756343,-73.978399,40.756343,-73.978399,1,0.0,7.7
0,1,0,0,0,0,0,19,40.74638,-73.9777,40.750727,-73.975345,1,0.687395635816,4.5
1,0,0,0,0,0,0,11,40.77668,-73.97548,40.78829,-73.97417,6,1.70460711684,5.5
0,0,0,0,1,0,0,9,40.733672,-73.990133,40.741948,-73.975008,1,2.06796454817,6.5
0,0,1,0,0,0,0,11,40.77365,-73.98167,40.758482,-73.992755,1,2.5361445162,7.0
0,0,1,0,0,0,0,11,40.79463,-73.966242,40.770407,-73.986235,1,4.1786823987,10.0
1,0,0,0,0,0,0,23,40.766947,-73.986425,40.789642,-73.969622,5,3.80622851942,10.5
0,0,0,1,0,0,0,9,40.74842,-73.976782,40.757072,-73.99791,3,2.66159279241,12.5
1,0,0,0,0,0,0,8,40.762077,-73.960272,40.765415,-73.957832,1,0.558159236627,2.9
0,0,1,0,0,0,0,0,40.757122,-73.969862,40.76886,-73.948835,1,2.89425556898,8.1
1,0,0,0,0,0,0,13,40.705355,-74.007115,40.73704,-73.990182,1,5.00094748215,10.1
0,1,0,0,0,0,0,14,40.780903,-73.959018,40.769478,-73.989347,5,3.75264553843,9.3
0,0,0,1,0,0,0,21,40.743972,-74.003167,40.711347,-74.015245,1,4.95695865625,8.9
0,0,0,0,0,1,0,2,40.747333,-73.977013,40.786403,-73.95027,4,6.43790643234,8.9
1,0,0,0,0,0,0,19,40.777317,-73.952209,40.76237,-73.968173,2,2.81235260732,6.5
0,0,0,0,0,1,0,19,40.738563,-73.98662,40.734165,-74.002976,3,1.92377824729,6.5
1,0,0,0,0,0,0,9,40.767126,-73.956621,40.758768,-73.979509,1,2.81539625854,8.0
0,0,0,0,0,1,0,12,40.7644882202,-73.9879684448,40.7521095276,-73.986541748,1,1.81775889966,8.0
1,0,0,0,0,0,0,6,40.79051,-73.969838,40.759463,-73.995588,1,5.36338579894,8.5
0,0,0,1,0,0,0,0,40.755509,-73.972826,40.721262,-73.993846,1,5.52524674868,10.5
0,0,0,0,1,0,0,16,40.729589,-73.984183,40.749029,-73.991366,1,2.95321250959,11.5
0,0,0,0,0,0,1,15,40.7841148376,-73.9701843262,40.7557754517,-73.9865493774,1,4.52488133825,13.5
0,0,0,0,0,0,1,21,40.7574615479,-73.9781723022,40.7662239075,-73.9274978638,1,5.75938683164,16.0
1,0,0,0,0,0,0,16,40.801043,-73.969076,40.767901,-73.861157,2,12.8995765935,32.83
0,1,0,0,0,0,0,15,40.793328,-73.974406,40.779571,-73.984791,2,2.31803707143,4.9
0,0,0,1,0,0,0,6,40.709367,-74.005444,40.755988,-73.975372,1,7.59125466429,15.3
0,0,0,0,0,0,1,11,40.748048,-73.976845,40.774266,-73.977447,1,3.83599470324,10.9
0,1,0,0,0,0,0,18,40.750579,-73.99452,40.792583,-73.966508,2,6.88395349006,12.9
0,0,0,0,1,0,0,9,40.752121,-73.97992,40.755291,-73.970748,2,1.11721016648,4.5
0,1,0,0,0,0,0,16,40.7417,-73.989623,40.742087,-74.00599,5,1.8149558684,6.5
0,1,0,0,0,0,0,21,40.75391,-73.978142,40.74307,-73.977075,6,1.59017966865,8.0
0,1,0,0,0,0,0,11,40.755695,-73.977943,40.740267,-74.005668,2,3.81250563525,8.5
0,0,0,0,0,0,1,10,40.780905,-73.981372,40.79071,-73.965477,1,2.27092494289,8.5
0,1,0,0,0,0,0,19,40.72782,-73.99311,40.741682,-73.975142,1,2.84240129111,8.5
1,0,0,0,0,0,0,11,40.731207,-74.003072,40.704832,-74.01706,2,4.1584311909,9.5
0,0,0,1,0,0,0,17,40.702682,-74.012975,40.759927,-73.981092,2,9.08962940745,27.5
0,0,0,0,0,0,1,17,40.763042,-73.967568,40.772362,-73.966643,5,1.36726325245,5.3
0,0,0,0,0,1,0,3,40.762713,-73.972625,40.780603,-73.95901,5,3.02067708248,5.3
0,0,0,0,0,1,0,14,40.760082,-73.975962,40.763943,-73.973816,1,0.612835112522,3.3
0,0,0,0,0,1,0,11,40.757667,-73.986304,40.734099,-73.993126,1,3.52967867197,7.3
0,0,0,1,0,0,0,0,40.735496521,-73.9898910522,40.7514381409,-73.9782714844,1,2.66405691597,6.5
0,0,0,0,0,0,1,21,40.755208,-73.994953,40.735755,-74.001528,1,2.93758685286,7.0
0,0,0,0,0,1,0,14,40.777181,-73.952419,40.761128,-73.963928,2,2.67222572244,7.5
0,0,0,1,0,0,0,15,40.750525,-73.987008,40.762761,-73.97218,3,2.42980728508,10.5
0,0,0,0,0,1,0,1,40.747467,-73.98355,40.788923,-73.946128,1,7.34637715107,13.0
0,0,0,1,0,0,0,19,40.723035,-73.996718,40.763191,-73.988028,1,5.95283127342,18.5
0,0,0,1,0,0,0,13,40.773827,-73.977936,40.733457,-73.991031,2,6.08137899264,23.5
1,0,0,0,0,0,0,1,40.754413,-73.965616,40.770464,-73.985686,1,3.23402003664,8.1
0,0,0,1,0,0,0,20,40.753222,-73.969626,40.730596,-74.00045,1,4.75687119344,10.6
0,0,0,0,1,0,0,18,40.729534,-73.991977,40.744703,-73.996962,1,2.286825011,6.9
0,0,1,0,0,0,0,23,40.729697,-73.99884,40.741927,-73.974787,2,3.21086109545,11.3
1,0,0,0,0,0,0,12,40.751322,-73.98988,40.707574,-74.004603,4,6.60471445482,14.9
0,0,0,1,0,0,0,6,40.754532,-73.980122,40.725982,-74.00972,3,5.31095731744,12.0
1,0,0,0,0,0,0,11,40.75513,-73.9682,40.70967,-74.01439,1,8.39310246301,19.0
0,0,0,1,0,0,0,15,40.755135,-73.975092,40.767993,-73.864133,3,12.4378028383,37.3
0,0,1,0,0,0,0,11,40.789617,-73.952831,40.799665,-73.971904,1,2.57343175629,8.1
0,0,0,0,0,0,1,1,40.725452,-73.983985,40.77926,-73.950707,6,8.69260770985,14.1
0,0,0,0,0,1,0,15,40.783263,-73.959073,40.779578,-73.961842,1,0.620228998228,4.1
0,0,0,0,0,0,1,19,40.748272,-73.980704,40.722488,-73.986202,2,3.82084275404,9.7
0,0,0,1,0,0,0,9,40.767232,-73.990067,40.758895,-73.982752,5,1.46437557479,4.9
0,0,1,0,0,0,0,15,40.761337,-73.969783,40.767742,-73.98428,6,1.85957218865,5.7
0,0,0,1,0,0,0,17,40.741295,-73.978309,40.770341,-73.864834,1,13.2731326511,28.27
0,0,0,0,0,1,0,19,40.744371,-74.006565,40.759683,-73.991517,2,2.792578321,9.0
0,0,0,1,0,0,0,11,40.772369,-73.982089,40.766536,-73.97837,1,0.947576876083,5.3
0,0,0,0,0,1,0,2,40.771202,-73.956464,40.784501,-73.949911,2,2.07652213446,5.3
0,0,0,0,1,0,0,23,40.756913,-73.978571,40.71147,-74.017251,1,7.9106137278,14.1
0,0,0,0,0,0,1,3,40.784308,-73.977352,40.653805,-73.956356,1,19.2326093248,36.9
0,1,0,0,0,0,0,15,40.759179,-73.965273,40.752347,-73.970414,1,1.15041338008,3.3
0,1,0,0,0,0,0,8,40.779868,-73.974378,40.750047,-73.976039,1,4.36637546011,9.7
0,0,0,0,1,0,0,16,40.762865,-73.967841,40.751326,-73.975785,2,1.90377657167,5.9
0,0,0,0,1,0,0,23,40.759146,-73.980521,40.720082,-73.987503,1,5.76681104954,12.9
0,0,0,1,0,0,0,6,40.787522,-73.967817,40.780477,-73.959902,1,1.35306827338,5.5
0,1,0,0,0,0,0,16,40.731657,-73.99143,40.724105,-73.981967,1,1.5235117665,5.5
0,1,0,0,0,0,0,19,40.760962,-73.983505,40.759032,-73.965737,1,1.98896084173,7.5
0,1,0,0,0,0,0,16,40.774687,-73.980362,40.788202,-73.973952,1,2.10073559555,8.0
0,1,0,0,0,0,0,11,40.797478,-73.964357,40.805198,-73.939178,2,3.00830769321,8.5
0,0,0,0,0,0,1,10,40.766572,-73.957028,40.75009,-73.99111,1,4.48067657388,14.5
0,0,0,1,0,0,0,6,40.768217,-73.929215,40.792152,-73.95056,1,4.22501065409,20.5
1,0,0,0,0,0,0,11,40.709515,-74.012758,40.7567,-73.97247,1,8.22143029626,21.5
0,0,0,0,1,0,0,0,40.779349,-73.977251,40.757213,-73.966473,1,3.45141746235,7.3
0,0,0,0,0,1,0,9,40.749758,-73.99358,40.751247,-74.005333,1,1.32058961394,6.0
0,0,0,0,0,1,0,8,40.756629,-73.990194,40.756838,-73.977453,3,1.41219283714,8.0
0,0,0,1,0,0,0,20,40.7577896118,-73.9672851562,40.743309021,-73.9924926758,1,3.50591700675,8.5
0,0,0,0,0,1,0,17,40.794090271,-73.9666213989,40.7811546326,-73.9833145142,1,2.64567102275,9.0
0,1,0,0,0,0,0,11,40.7700805664,-73.8852233887,40.7626609802,-73.9822540283,1,10.8052999429,40.54
0,0,0,0,0,1,0,6,40.683184,-73.997806,40.691699,-73.991631,1,1.4215664414,4.9
0,1,0,0,0,0,0,16,40.702855,-74.014466,40.758668,-73.977504,1,9.13530786339,21.3
1,0,0,0,0,0,0,4,40.743579,-73.996158,40.752046,-73.882069,2,12.7047043191,23.3
0,1,0,0,0,0,0,19,40.747507,-73.985187,40.730997,-73.988852,4,2.44916283716,6.5
0,0,1,0,0,0,0,11,40.737052,-74.005293,40.76873,-73.96542,1,6.40313461684,21.5
0,1,0,0,0,0,0,14,40.761027,-73.975082,40.748523,-73.988835,5,2.38090448062,7.3
0,0,1,0,0,0,0,3,40.648703,-73.783697,40.774107,-73.914908,5,23.4145941035,31.7
0,0,0,1,0,0,0,9,40.788787,-73.974012,40.779335,-73.957765,1,2.26949393989,6.1
0,0,1,0,0,0,0,15,40.774357,-73.959305,40.763062,-73.969532,1,2.00351724984,6.1
0,0,0,0,1,0,0,9,40.774032,-73.874512,40.787545,-73.976338,2,11.4514213485,29.47
0,0,1,0,0,0,0,15,40.757125,-73.982122,40.767182,-73.95865,6,2.98807174865,8.9
0,0,0,1,0,0,0,0,40.720996,-74.010002,40.709362,-74.01049,1,1.70279048699,5.5
1,0,0,0,0,0,0,11,40.791766,-73.941549,40.778763,-73.953962,4,2.34708023952,6.0
0,0,0,0,1,0,0,22,40.749629,-73.995175,40.733588,-74.003052,1,2.5037792377,6.0
1,0,0,0,0,0,0,1,40.7186012268,-73.987953186,40.7437400818,-73.9733657837,1,4.01737800955,10.0
1,0,0,0,0,0,0,0,40.750482,-73.980848,40.776793,-73.949678,2,5.17134044494,11.0
0,0,0,1,0,0,0,11,40.734326,-73.99343,40.777703,-73.954874,1,7.64990793838,20.0
0,1,0,0,0,0,0,15,40.776693,-73.980994,40.785389,-73.969855,1,1.77223087537,5.3
1,0,0,0,0,0,0,5,40.750053,-73.991431,40.740514,-73.992707,1,1.40260209009,4.1
0,0,0,0,1,0,0,0,40.723258,-73.989743,40.725026,-74.003252,1,1.51986778423,6.1
0,0,1,0,0,0,0,19,40.776141,-73.982148,40.779488,-73.988248,1,0.834484843487,4.9
0,0,1,0,0,0,0,9,40.780482,-73.950197,40.766051,-73.971959,2,3.2045587162,13.3
0,0,0,0,0,1,0,23,40.78493,-73.953534,40.80126,-73.945743,1,2.53996252092,5.7
0,0,0,0,0,0,1,22,40.721713,-73.986562,40.737018,-73.990037,1,2.27185828673,7.7
0,0,0,0,0,1,0,15,40.760725,-73.961153,40.77202,-73.955822,2,1.75473542354,4.5
0,0,0,0,0,0,1,17,40.726117,-73.988957,40.724732,-73.998662,2,1.09485211049,8.5
0,0,0,0,0,0,1,17,40.770487,-73.981812,40.778452,-73.988535,1,1.3828942036,4.9
1,0,0,0,0,0,0,17,40.76135,-73.973232,40.787285,-73.979046,2,3.84829890528,8.9
0,0,0,0,0,1,0,23,40.764835,-73.971854,40.753736,-73.977612,1,1.7445278509,5.5
1,0,0,0,0,0,0,11,40.78338,-73.974577,40.773465,-73.982336,1,1.68599970447,5.5
0,1,0,0,0,0,0,14,40.762776,-73.97182,40.771297,-73.965792,1,1.41417719301,7.0
1,0,0,0,0,0,0,11,40.777343,-73.959136,40.784595,-73.973703,1,1.93112604701,7.0
0,0,0,0,0,0,1,22,40.772524,-73.952666,40.755686,-73.97318,1,3.35168312183,10.0
0,0,0,0,1,0,0,22,40.7570800781,-73.9720611572,40.7492485046,-73.9824676514,1,1.62558171254,10.5
0,1,0,0,0,0,0,7,40.750814,-74.002038,40.716977,-73.995713,3,4.99940170702,11.0
0,0,0,0,0,1,0,4,40.724937,-73.977863,40.713373,-73.913699,1,7.31255819517,18.0
1,0,0,0,0,0,0,12,40.735285,-73.975169,40.789374,-73.949286,1,8.41634800661,17.5
1,0,0,0,0,0,0,18,40.7265052795,-73.9989089966,40.7686462402,-73.9848175049,1,6.35951572614,17.5
0,0,0,0,0,1,0,10,40.7695236206,-73.8636474609,40.7341575623,-73.9775085449,1,13.6376249796,40.33
0,0,0,1,0,0,0,12,40.764367,-73.964695,40.773767,-73.964135,1,1.37651902305,5.5
0,0,0,0,0,0,1,17,40.744528,-73.981057,40.7617,-73.966425,2,2.98995017049,6.5
0,0,0,1,0,0,0,12,40.756187,-73.994283,40.741137,-74.005113,1,2.50756306426,6.5
0,0,1,0,0,0,0,11,40.75053,-73.974557,40.761462,-73.979302,1,1.68345807012,7.0
0,0,0,0,0,0,1,10,40.734127,-73.999085,40.721952,-74.00819,2,2.04721159463,7.0
0,1,0,0,0,0,0,19,40.778282,-73.951837,40.763222,-73.967547,1,2.80767839731,8.5
0,0,0,1,0,0,0,15,40.74488,-73.993488,40.763817,-73.992357,1,2.77311551573,9.5
1,0,0,0,0,0,0,21,40.769332,-73.958278,40.744603,-73.98498,1,4.6735501672,10.0
0,1,0,0,0,0,0,19,40.766469,-73.962565,40.773465,-73.957922,1,1.14544209496,4.1
0,0,0,0,0,0,1,1,40.72643,-74.0054,40.739588,-74.006273,2,1.92730666502,4.9
0,0,0,0,0,1,0,2,40.721295,-73.994745,40.67994,-73.99887,1,6.06706986433,11.3
0,1,0,0,0,0,0,8,40.772246,-73.94971,40.759687,-73.969928,2,2.89715531294,8.1
0,1,0,0,0,0,0,7,40.678053,-74.000264,40.768867,-73.952407,4,14.3054552081,27.87
0,1,0,0,0,0,0,19,40.75886,-73.97256,40.76093,-73.999108,2,2.95725480767,8.5
0,0,0,0,0,1,0,20,40.733153,-73.98469,40.736957,-74.006102,3,2.43785396026,9.0
0,0,1,0,0,0,0,20,40.728814,-74.000725,40.736578,-73.993472,1,1.39156677747,10.0
0,0,0,0,0,1,0,23,40.731275,-74.00421,40.675308,-73.961855,2,9.4391282494,23.0
0,0,1,0,0,0,0,13,40.750723,-73.970371,40.695326,-73.991035,1,8.42159857567,16.9
0,0,1,0,0,0,0,9,40.744715,-73.976351,40.764947,-73.971066,1,3.01711444462,7.7
0,0,0,1,0,0,0,6,40.747895,-73.97853,40.744457,-73.976057,1,0.572776493282,3.5
0,0,0,1,0,0,0,6,40.743487,-73.973763,40.751162,-73.97468,6,1.12736110619,5.0
0,0,0,1,0,0,0,15,40.760922,-73.973665,40.748995,-73.98584,1,2.20558039927,8.0
1,0,0,0,0,0,0,11,40.753587,-73.96969,40.733967,-74.000367,1,4.44954153036,11.0
0,0,0,1,0,0,0,15,40.773337,-73.961938,40.769607,-73.86582,1,10.6626829152,36.8
0,1,0,0,0,0,0,19,40.705942,-74.008932,40.711857,-73.949813,1,6.61269320619,16.5
0,1,0,0,0,0,0,21,40.75912,-73.96793,40.70235,-74.01185,5,9.62681526613,18.5
0,0,0,0,0,1,0,15,40.70929,-74.016625,40.760143,-73.980998,5,8.42252053995,14.1
0,0,1,0,0,0,0,15,40.751347,-73.980705,40.754167,-73.978205,1,0.496932025239,3.3
1,0,0,0,0,0,0,21,40.774282,-73.988438,40.785482,-73.976587,5,2.09949600778,4.9
0,0,0,1,0,0,0,8,40.764144,-73.980401,40.75299,-73.979772,1,1.63319956298,7.0
0,0,0,1,0,0,0,20,40.7808609009,-73.9763641357,40.7675170898,-73.9684829712,1,2.1384191466,7.5
0,0,0,0,0,1,0,23,40.75567,-73.991536,40.728289,-73.999096,4,4.09225467829,13.0
0,0,0,1,0,0,0,8,40.779689,-73.944477,40.749944,-73.976928,1,5.64467721218,14.5
0,0,0,1,0,0,0,20,40.74954,-73.991917,40.729659,-73.978588,1,3.26211271325,8.1
0,0,0,1,0,0,0,20,40.730143,-73.983536,40.770824,-73.963169,2,6.36485591006,10.1
1,0,0,0,0,0,0,3,40.719958,-74.00526,40.716852,-73.956222,1,5.4561067991,12.1
0,0,0,0,0,1,0,19,40.680793,-73.998972,40.693651,-73.996865,1,1.89545411494,6.1
0,1,0,0,0,0,0,7,40.744965,-73.98501,40.749285,-73.978506,1,0.958634411577,3.7
1,0,0,0,0,0,0,14,40.73798,-73.980945,40.744954,-73.993309,1,1.7084640696,5.7
1,0,0,0,0,0,0,21,40.756667,-73.989527,40.744963,-73.991865,2,1.73166479999,6.5
0,0,0,0,0,0,1,3,40.720657,-73.987925,40.747093,-73.98159,1,3.93054610211,8.5
0,1,0,0,0,0,0,21,40.64704,-73.790407,40.721177,-73.978958,5,23.5611590286,52.0
0,1,0,0,0,0,0,15,40.761153,-73.999437,40.71136,-74.008527,1,7.35354492298,13.7
0,0,1,0,0,0,0,0,40.716103,-74.004315,40.778428,-73.953988,1,10.6882526336,13.7
1,0,0,0,0,0,0,6,40.791038,-73.945168,40.805843,-73.938817,2,2.27715207168,4.9
0,1,0,0,0,0,0,11,40.715113,-74.009637,40.755373,-73.980377,1,6.72363630821,11.3
0,1,0,0,0,0,0,19,40.7823,-73.958263,40.764727,-73.96834,5,2.80267982341,5.7
0,0,0,0,0,1,0,22,40.745379,-73.97831,40.747651,-73.974824,4,0.509644070171,3.5
0,0,0,1,0,0,0,14,40.75009,-73.98108,40.705837,-74.00953,1,7.20117605666,19.0
0,0,0,1,0,0,0,7,40.782377,-73.948706,40.774713,-73.963411,1,1.97750432373,6.1
0,0,0,0,1,0,0,22,40.768522,-73.982195,40.78422,-73.979594,2,2.31445643525,6.1
0,0,1,0,0,0,0,18,40.748582,-73.985661,40.729779,-74.000837,1,3.22425344737,6.9
0,1,0,0,0,0,0,21,40.776027,-73.981292,40.77181,-73.989447,1,1.09397262379,5.5
0,0,0,1,0,0,0,12,40.71555,-74.01477,40.72632,-74.00759,1,1.76522798198,6.5
0,0,1,0,0,0,0,11,40.758012,-73.974245,40.73187,-73.993513,1,4.3801442,12.5
0,1,0,0,0,0,0,19,40.74009,-73.986415,40.770037,-73.960395,1,5.24467337916,14.0
1,0,0,0,0,0,0,11,40.645567,-73.776823,40.731972,-73.994192,1,27.2240981014,52.0
0,1,0,0,0,0,0,15,40.771457,-73.965633,40.776732,-73.963215,2,0.816848377889,5.3
0,1,0,0,0,0,0,14,40.786997,-73.977482,40.76987,-73.964763,2,2.87449113243,8.1
1,0,0,0,0,0,0,13,40.769503,-73.982102,40.769503,-73.982102,1,0.000124898008491,4.1
0,0,0,1,0,0,0,13,40.745532,-73.982924,40.77049,-73.865024,1,13.5651259156,26.67
0,0,0,0,0,0,1,12,40.75025,-73.979096,40.76,-73.965103,1,2.10686171896,5.7
1,0,0,0,0,0,0,0,40.750192,-74.002575,40.756296,-73.974628,4,3.22319878667,8.5
0,0,0,1,0,0,0,23,40.761975,-73.9819,40.729532,-74.002369,1,5.26038654661,12.5
0,0,0,0,1,0,0,10,40.7254714966,-74.0040664673,40.760471344,-73.981048584,3,5.72049695618,16.5
0,0,0,0,0,1,0,8,40.748368,-74.003446,40.762469,-73.978469,1,3.45196603847,10.1
0,0,0,0,0,0,1,10,40.79644,-73.970844,40.78658,-73.978114,1,1.65193187641,4.1
0,0,0,1,0,0,0,13,40.748783,-73.981325,40.777743,-73.985959,1,4.26754121203,11.7
0,0,0,0,0,0,1,17,40.75163,-73.997427,40.729705,-73.986855,3,3.41474404727,8.9
0,1,0,0,0,0,0,19,40.759227,-73.995923,40.766365,-73.987537,1,1.39777450082,4.5
1,0,0,0,0,0,0,11,40.733117,-74.003027,40.718187,-74.007052,2,2.22921827954,5.5
0,0,0,1,0,0,0,6,40.768992,-73.988282,40.764642,-73.964272,1,2.73525832249,8.0
0,1,0,0,0,0,0,14,40.736767,-73.992927,40.765878,-73.98372,5,4.37915614835,10.5
0,0,0,0,0,0,1,10,40.762865,-73.93398,40.76454,-73.97956,1,5.05624420611,17.0
0,1,0,0,0,0,0,11,40.751565,-73.99218,40.762282,-74.00058,1,1.82328659352,7.3
0,0,0,0,0,0,1,17,40.800485,-73.946625,40.784103,-73.973943,1,3.85969658649,7.3
0,0,1,0,0,0,0,15,40.761418,-73.986787,40.774178,-73.963608,1,3.17482323741,8.1
0,0,0,1,0,0,0,20,40.711349,-74.008765,40.749486,-73.977791,1,6.55100825686,14.1
1,0,0,0,0,0,0,17,40.757281,-73.989668,40.764551,-73.980806,1,1.44752375263,4.9
0,0,0,0,1,0,0,19,40.705956,-74.006506,40.728454,-74.00345,1,3.30861495345,10.5
0,0,0,0,0,1,0,8,40.707393,-74.012643,40.741683,-73.993805,1,5.43366404718,12.5
0,0,0,1,0,0,0,0,40.7331581116,-73.9899215698,40.7587509155,-73.9257507324,1,8.03734491344,19.0
0,1,0,0,0,0,0,17,40.773405,-73.870166,40.754011,-73.983577,1,12.882335475,33.83
0,0,0,0,1,0,0,16,40.764356,-73.964399,40.775384,-73.945766,1,2.6199724299,6.1
0,1,0,0,0,0,0,3,40.758572,-73.986178,40.768399,-73.861674,2,13.8698970858,34.1
0,0,0,1,0,0,0,12,40.745845,-73.982195,40.739085,-73.977145,2,1.13632965999,6.0
1,0,0,0,0,0,0,13,40.76685,-73.983117,40.759497,-73.991815,1,1.4442568093,6.0
0,1,0,0,0,0,0,19,40.74036,-74.005697,40.746422,-73.996593,1,1.34334857774,6.0
0,0,0,1,0,0,0,17,40.751387,-73.978103,40.729602,-73.978672,1,3.18753789882,9.0
0,0,0,1,0,0,0,15,40.709835,-73.958922,40.709835,-73.958922,1,0.0,16.0
1,0,0,0,0,0,0,21,40.769812,-73.863445,40.710815,-73.948833,2,12.8086900464,27.0
0,0,1,0,0,0,0,15,40.774172,-73.961627,40.746457,-73.990225,1,5.1458541526,13.3
0,0,0,1,0,0,0,7,40.748323,-73.996047,40.737979,-74.000137,1,1.57965865837,4.5
0,0,0,0,1,0,0,22,40.761967,-73.966619,40.723353,-74.002737,1,6.92347660149,11.7
0,0,0,0,0,1,0,5,40.7709312439,-73.9568099976,40.7624893188,-73.9627609253,1,1.39995090217,4.0
0,1,0,0,0,0,0,15,40.794947,-73.966269,40.774423,-73.981887,2,3.46516398419,8.0
0,1,0,0,0,0,0,6,40.645514,-73.776725,40.723122,-74.007947,1,28.0504261905,52.0
0,0,0,0,1,0,0,15,40.760476,-73.980494,40.738988,-73.99159,1,3.37543361858,10.9
0,1,0,0,0,0,0,16,40.73279,-74.000142,40.741752,-74.007025,5,1.51688027339,5.5
0,0,0,0,0,0,1,10,40.734982,-73.99866,40.740895,-73.994143,1,0.999461131953,6.0
0,0,1,0,0,0,0,11,40.773252,-73.945937,40.779402,-73.955458,1,1.38632193598,7.0
0,0,0,0,0,0,1,10,40.781462,-73.954155,40.764687,-73.971822,1,3.13893863634,10.0
0,0,0,0,0,0,1,17,40.77999,-73.955207,40.765867,-73.967243,2,2.45897010405,12.5
0,0,0,1,0,0,0,12,40.740947,-73.988257,40.76338,-73.98007,1,3.40481735873,13.5
0,0,1,0,0,0,0,15,40.761187,-73.968753,40.742162,-73.98278,4,3.18784826506,6.1
0,0,1,0,0,0,0,15,40.756245,-73.974075,40.74051,-73.985272,3,2.61504587068,7.7
0,0,0,1,0,0,0,13,40.765943,-73.976645,40.773652,-73.982175,1,1.28342351327,4.1
0,0,0,1,0,0,0,8,40.7551307678,-73.9843902588,40.7606506348,-73.9981002808,2,1.72048461794,5.0
0,0,0,0,0,1,0,8,40.7920608521,-73.946182251,40.7887916565,-73.9402313232,1,0.814332908505,5.5
0,0,0,1,0,0,0,21,40.782107,-73.971935,40.771707,-73.950737,1,2.79806228591,6.5
0,1,0,0,0,0,0,21,40.776260376,-73.9529342651,40.7580413818,-73.9663925171,1,3.05400335715,7.0
0,0,0,0,0,0,1,23,40.747799,-74.004252,40.766592,-73.986409,1,3.38637886521,8.0
0,1,0,0,0,0,0,19,40.747805,-74.003441,40.73353,-73.987222,1,2.75547610414,11.0
